id,date,type,caption_sample,duration,file_size,file_name,file_path,download,clone
296,2022-07-17 11:31:00,video,,26,3902321,AgADjgYAAtEwoFY,,0,0
295,2022-07-17 11:30:23,video,,28,4209787,AgADjQYAAtEwoFY,,0,0
294,2022-07-17 03:48:55,video,,29,31511635,AgAD7QUAAtEwmFY,,0,0
292,2022-07-17 03:48:09,video,,51,52410322,AgAD6wUAAtEwmFY,,0,0
291,2022-07-17 03:47:24,video,,52,52130974,AgAD6gUAAtEwmFY,,0,0
290,2022-07-17 03:46:49,video,,16,18101510,AgAD6QUAAtEwmFY,,0,0
289,2022-07-17 03:46:28,video,,118,129618596,AgAD6AUAAtEwmFY,,0,0
288,2022-07-17 03:45:20,video,,75,74889430,AgAD5gUAAtEwmFY,,0,0
287,2022-07-17 03:44:51,video,,52,48213326,AgAD5QUAAtEwmFY,,0,0
286,2022-07-17 03:44:32,video,,8,8589290,AgAD5AUAAtEwmFY,,0,0
285,2022-07-17 03:44:23,video,,28,26857990,AgAD4wUAAtEwmFY,,0,0
284,2022-07-17 03:43:58,video,,19,17834292,AgAD4QUAAtEwmFY,,0,0
283,2022-07-17 03:43:38,video,,47,48504378,AgAD4AUAAtEwmFY,,0,0
282,2022-07-17 03:43:20,video,,37,37204794,AgAD3wUAAtEwmFY,,0,0
281,2022-07-17 03:36:27,video,,65,9937521,AgAD3gUAAtEwmFY,,0,0
280,2022-07-17 03:36:25,video,,87,13239783,AgAD3QUAAtEwmFY,,0,0
279,2022-07-17 03:20:47,video,,35,34959481,AgAD2wUAAtEwmFY,,0,0
278,2022-07-17 03:20:24,video,,18,18421712,AgAD2gUAAtEwmFY,,0,0
277,2022-07-17 03:20:01,video,,16,16462497,AgAD2QUAAtEwmFY,,0,0
276,2022-07-17 03:19:42,video,,34,35006649,AgAD2AUAAtEwmFY,,0,0
275,2022-07-17 03:19:18,video,,5,4200803,AgAD1wUAAtEwmFY,,0,0
274,2022-07-17 03:19:13,video,,63,63504674,AgAD1gUAAtEwmFY,,0,0
273,2022-07-17 03:18:43,video,,61,60692086,AgAD1QUAAtEwmFY,,0,0
272,2022-07-17 03:17:59,video,,77,79287510,AgAD1AUAAtEwmFY,,0,0
271,2022-07-17 03:17:26,video,,58,63085650,AgAD0wUAAtEwmFY,,0,0
270,2022-07-17 03:16:55,video,,39,41676341,AgAD0gUAAtEwmFY,,0,0
269,2022-07-17 03:16:39,video,,57,58717042,AgAD0QUAAtEwmFY,,0,0
268,2022-07-17 03:16:11,video,,86,92998866,AgAD0AUAAtEwmFY,,0,0
267,2022-07-17 03:15:38,video,,70,72048520,AgADzwUAAtEwmFY,,0,0
266,2022-07-17 01:18:04,video,,60,50578177,AgADqgUAAtEwmFY,,0,0
265,2022-07-17 01:17:33,video,,64,54176860,AgADqQUAAtEwmFY,,0,0
264,2022-07-17 01:17:05,video,,70,58645204,AgADqAUAAtEwmFY,,0,0
263,2022-07-17 01:17:01,video,,144,120914561,AgADpwUAAtEwmFY,,0,0
262,2022-07-17 01:16:45,video,,88,74334177,AgADpgUAAtEwmFY,,0,0
261,2022-07-17 01:16:39,video,,66,55912972,AgADpQUAAtEwmFY,,0,0
260,2022-07-16 15:52:15,video,,14,5395130,AgADnw4AAkrpmVI,,0,0
259,2022-07-16 15:50:58,video,,7,2453413,AgADng4AAkrpmVI,,0,0
258,2022-07-16 15:50:57,video,,11,3233264,AgADnQ4AAkrpmVI,,0,0
257,2022-07-16 15:50:55,video,,9,2904135,AgADnA4AAkrpmVI,,0,0
256,2022-07-16 15:50:54,video,,11,3285433,AgADmw4AAkrpmVI,,0,0
255,2022-07-16 15:12:03,video,,138,115903471,AgADAwYAAvvkmFY,,0,0
254,2022-07-16 14:20:05,video,,14,2363798,AgAD8wUAAvvkmFY,,0,0
253,2022-07-16 14:20:04,video,,30,11507609,AgAD8gUAAvvkmFY,,0,0
252,2022-07-16 14:19:56,video,,15,5934511,AgAD8QUAAvvkmFY,,0,0
251,2022-07-16 14:19:54,video,,16,6311078,AgAD8AUAAvvkmFY,,0,0
250,2022-07-16 14:19:50,video,,28,6867421,AgAD7wUAAvvkmFY,,0,0
249,2022-07-16 14:19:47,video,,30,9597696,AgAD7gUAAvvkmFY,,0,0
248,2022-07-16 14:19:44,video,,10,3465915,AgAD7QUAAvvkmFY,,0,0
247,2022-07-16 14:09:24,video,,43,36312907,AgAD3gUAAvvkmFY,,0,0
246,2022-07-16 14:09:13,video,,34,4871339,AgAD3QUAAvvkmFY,,0,0
245,2022-07-16 14:03:56,video,,116,17280200,AgAD1AUAAvvkmFY,,0,0
244,2022-07-16 14:01:19,video,,89,12476707,AgAD0AUAAvvkmFY,,0,0
243,2022-07-16 12:29:13,video,,73,61508537,AgADAwcAAvvkkFY,,0,0
242,2022-07-16 12:23:55,video,,40,33645406,AgAD9AYAAvvkkFY,,0,0
241,2022-07-16 12:23:53,video,,27,23232792,AgAD8wYAAvvkkFY,,0,0
240,2022-07-16 12:00:34,video,,5,1998912,AgAD5QYAAvvkkFY,,0,0
239,2022-07-16 12:00:30,video,,8,3277915,AgAD5AYAAvvkkFY,,0,0
238,2022-07-16 12:00:26,video,,7,1400514,AgAD4wYAAvvkkFY,,0,0
237,2022-07-16 12:00:25,video,,16,6381827,AgAD4gYAAvvkkFY,,0,0
236,2022-07-16 12:00:20,video,,15,4451776,AgAD4QYAAvvkkFY,,0,0
235,2022-07-16 12:00:17,video,,12,3200338,AgAD4AYAAvvkkFY,,0,0
234,2022-07-16 12:00:14,video,,10,2883913,AgAD3wYAAvvkkFY,,0,0
233,2022-07-16 12:00:13,video,,17,5443940,AgAD3gYAAvvkkFY,,0,0
232,2022-07-16 12:00:11,video,,8,3530175,AgAD3QYAAvvkkFY,,0,0
231,2022-07-16 09:04:47,video,,67,9996110,AgAD4QwAAkrpkVI,,0,0
230,2022-07-16 09:02:51,video,,22,3160626,AgAD4AwAAkrpkVI,,0,0
229,2022-07-16 09:02:23,video,,52,7584727,AgAD3wwAAkrpkVI,,0,0
228,2022-07-16 09:00:59,video,,17,2526795,AgAD3gwAAkrpkVI,,0,0
227,2022-07-16 02:20:27,video,,20,3663525,AgADrgwAAkrpkVI,,0,0
226,2022-07-16 02:20:26,video,,11,2766445,AgADrQwAAkrpkVI,,0,0
225,2022-07-16 02:20:25,video,,11,2453182,AgADrAwAAkrpkVI,,0,0
224,2022-07-16 02:20:24,video,,365,53236143,AgADqwwAAkrpkVI,,0,0
223,2022-07-16 02:20:08,video,,298,43520787,AgADqgwAAkrpkVI,,0,0
222,2022-07-16 01:03:14,video,,28,8976065,AgADKAYAAvvkkFY,,0,0
221,2022-07-16 01:03:12,video,,17,4478325,AgADJwYAAvvkkFY,,0,0
220,2022-07-16 01:03:10,video,,112,16249120,AgADJgYAAvvkkFY,,0,0
219,2022-07-15 14:35:49,video,,41,8883140,AgADgwwAAkrpiVI,,0,0
218,2022-07-15 14:35:46,video,,334,58540703,AgADggwAAkrpiVI,,0,0
217,2022-07-15 14:35:22,video,,13,4587437,AgADgQwAAkrpiVI,,0,0
216,2022-07-15 14:35:19,video,,6,1976647,AgADgAwAAkrpiVI,,0,0
215,2022-07-15 14:35:17,video,,4,1342090,AgADfwwAAkrpiVI,,0,0
214,2022-07-15 14:35:16,video,,15,5401322,AgADfgwAAkrpiVI,,0,0
213,2022-07-15 14:35:11,video,,6,1176260,AgADfQwAAkrpiVI,,0,0
212,2022-07-15 14:14:30,video,,65,8584738,AgADdgwAAkrpiVI,,0,0
211,2022-07-15 13:48:04,video,,40,6179934,AgADMgcAAvvkiFY,,0,0
210,2022-07-15 12:11:25,video,,40,34042382,AgAD-wYAAvvkiFY,,0,0
209,2022-07-15 12:09:27,video,,75,63502619,AgAD-gYAAvvkiFY,,0,0
208,2022-07-15 12:09:21,video,,71,59973539,AgAD-QYAAvvkiFY,,0,0
207,2022-07-15 08:58:58,video,,50,12846609,AgADugYAAvvkiFY,,0,0
206,2022-07-15 08:58:55,video,,70,11222537,AgADuQYAAvvkiFY,,0,0
205,2022-07-15 08:58:51,video,,55,8160193,AgADuAYAAvvkiFY,,0,0
204,2022-07-15 06:22:00,video,,10,3035003,AgADfwYAAvvkiFY,,0,0
203,2022-07-15 06:21:57,video,,10,3745737,AgADfgYAAvvkiFY,,0,0
202,2022-07-15 02:49:10,video,,49,7577212,AgADLQUAAr4GiFY,,0,0
201,2022-07-15 02:38:43,video,,90,75546205,AgADIwUAAr4GiFY,,0,0
200,2022-07-15 01:10:19,video,,57,8543382,AgADEgUAAr4GiFY,,0,0
199,2022-07-15 01:10:16,video,,44,6196123,AgADEQUAAr4GiFY,,0,0
198,2022-07-15 01:10:14,video,,19,2904038,AgADEAUAAr4GiFY,,0,0
197,2022-07-15 01:10:14,video,,57,10202043,AgADDwUAAr4GiFY,,0,0
196,2022-07-15 01:10:11,video,,48,7270871,AgADDgUAAr4GiFY,,0,0
195,2022-07-14 16:13:44,video,,16,2257567,AgADygYAAr4GgFY,,0,0
194,2022-07-14 16:13:17,video,,91,12707145,AgADyQYAAr4GgFY,,0,0
193,2022-07-14 12:11:53,video,,29,4299312,AgADGg4AAigpgFI,,0,0
192,2022-07-14 12:11:02,video,,58,8316708,AgADGQ4AAigpgFI,,0,0
191,2022-07-14 11:30:18,video,,14,4796909,AgADkAYAAr4GgFY,,0,0
190,2022-07-14 11:30:14,video,,6,1819484,AgADjwYAAr4GgFY,,0,0
189,2022-07-14 11:18:45,video,,59,8361720,AgADjQYAAr4GgFY,,0,0
188,2022-07-14 11:16:24,video,,56,8371880,AgADjAYAAr4GgFY,,0,0
187,2022-07-14 11:15:27,video,,29,11097182,AgADiwYAAr4GgFY,,0,0
186,2022-07-14 11:15:24,video,,15,5884074,AgADigYAAr4GgFY,,0,0
185,2022-07-14 11:15:22,video,,8,2119347,AgADiQYAAr4GgFY,,0,0
184,2022-07-14 11:15:20,video,,716,118953499,AgADiAYAAr4GgFY,,0,0
183,2022-07-14 08:30:35,video,,90,12686831,AgADDw4AAigpgFI,,0,0
182,2022-07-14 05:41:33,video,,97,14558636,AgAD-g0AAigpgFI,,0,0
181,2022-07-14 03:50:59,video,,48,6993170,AgADEgYAAr4GgFY,,0,0
180,2022-07-14 03:50:05,video,,70,10008603,AgADEQYAAr4GgFY,,0,0
179,2022-07-14 03:22:24,video,,74,10836000,AgADCgYAAr4GgFY,,0,0
178,2022-07-14 03:17:10,video,,67,9935677,AgADCAYAAr4GgFY,,0,0
177,2022-07-14 00:43:11,video,,22,8588171,AgAD3gUAAr4GgFY,,0,0
176,2022-07-14 00:04:33,video,,34,4889588,AgAD1wUAAr4GgFY,,0,0
175,2022-07-13 16:25:36,video,,44,6703471,AgADZwcAAqydeVY,,0,0
174,2022-07-13 14:21:18,video,,55,7484471,AgADQwcAAqydeVY,,0,0
173,2022-07-13 13:57:34,video,,56,8046874,AgADOgcAAqydeVY,,0,0
172,2022-07-13 13:46:19,video,,80,11528636,AgADQQsAAmAicVI,,0,0
171,2022-07-13 12:26:45,video,,60,8688719,AgADLwcAAqydeVY,,0,0
170,2022-07-13 12:24:58,video,,101,14590989,AgADLQcAAqydeVY,,0,0
169,2022-07-13 12:21:49,video,,37,5460775,AgADKwcAAqydeVY,,0,0
168,2022-07-13 12:21:11,video,,47,7458800,AgADKgcAAqydeVY,,0,0
167,2022-07-13 12:20:40,video,,73,10647942,AgADKAcAAqydeVY,,0,0
166,2022-07-13 12:19:39,video,,36,4845196,AgADJgcAAqydeVY,,0,0
164,2022-07-13 06:39:11,video,,20,3122809,AgAD6goAAmAicVI,,0,0
163,2022-07-13 06:38:43,video,,35,5321336,AgAD6QoAAmAicVI,,0,0
162,2022-07-13 05:57:42,video,,63,9570398,AgADewYAAqydeVY,,0,0
161,2022-07-13 05:55:52,video,,51,7848462,AgADegYAAqydeVY,,0,0
160,2022-07-13 05:47:29,video,,91,89792835,AgADeQYAAqydeVY,,0,0
159,2022-07-13 05:46:27,video,,103,110125983,AgADeAYAAqydeVY,,0,0
158,2022-07-13 05:45:15,video,,79,78800864,AgADdwYAAqydeVY,,0,0
157,2022-07-13 05:44:18,video,,24,21286997,AgADdgYAAqydeVY,,0,0
156,2022-07-13 05:43:52,video,,46,49840728,AgADdQYAAqydeVY,,0,0
155,2022-07-13 05:43:17,video,,133,134931043,AgADdAYAAqydeVY,,0,0
154,2022-07-13 05:42:33,video,,64,65417306,AgADcwYAAqydeVY,,0,0
153,2022-07-13 05:42:05,video,,84,88140461,AgADcQYAAqydeVY,,0,0
152,2022-07-13 05:41:34,video,,94,89957836,AgADcAYAAqydeVY,,0,0
151,2022-07-13 05:40:49,video,,35,34831786,AgADbwYAAqydeVY,,0,0
149,2022-07-13 05:40:06,video,,44,45076855,AgADbQYAAqydeVY,,0,0
148,2022-07-13 05:37:46,video,,55,59484573,AgADawYAAqydeVY,,0,0
147,2022-07-13 05:37:03,video,,56,57637356,AgADagYAAqydeVY,,0,0
146,2022-07-13 05:36:22,video,,50,48938276,AgADaQYAAqydeVY,,0,0
145,2022-07-13 05:35:50,video,,6,6287982,AgADaAYAAqydeVY,,0,0
144,2022-07-13 05:35:42,video,Sukon,34,36261092,AgADZwYAAqydeVY,,0,0
143,2022-07-13 05:35:17,video,,19,19805904,AgADZgYAAqydeVY,,0,0
142,2022-07-13 05:34:52,video,Zara Bigo,40,43201150,AgADZQYAAqydeVY,,0,0
141,2022-07-13 05:34:24,video,,33,34274642,AgADZAYAAqydeVY,,0,0
140,2022-07-13 05:33:59,video,,71,73958323,AgADYwYAAqydeVY,,0,0
139,2022-07-13 05:33:19,video,,42,43137276,AgADYgYAAqydeVY,,0,0
138,2022-07-13 05:32:49,video,,50,52099728,AgADYQYAAqydeVY,,0,0
137,2022-07-13 05:32:11,video,,55,56370106,AgADXwYAAqydeVY,,0,0
136,2022-07-13 05:31:28,video,,11,11385825,AgADXgYAAqydeVY,,0,0
135,2022-07-13 05:31:13,video,,35,34669930,AgADXQYAAqydeVY,,0,0
134,2022-07-13 05:30:45,video,,35,34831786,AgADXAYAAqydeVY,,0,0
133,2022-07-13 05:30:21,video,Sukun,106,16437243,AgADWwYAAqydeVY,,0,0
132,2022-07-13 05:30:20,video,,75,74674939,AgADWgYAAqydeVY,,0,0
131,2022-07-13 05:29:32,video,,53,55765663,AgADWQYAAqydeVY,,0,0
130,2022-07-13 05:28:51,video,,63,64958813,AgADWAYAAqydeVY,,0,0
129,2022-07-13 05:28:02,video,,79,83586808,AgADVwYAAqydeVY,,0,0
128,2022-07-13 05:26:58,video,,17,16518371,AgADVgYAAqydeVY,,0,0
127,2022-07-13 05:26:48,video,,117,118850356,AgADVQYAAqydeVY,,0,0
126,2022-07-13 05:25:59,video,,33,36050125,AgADVAYAAqydeVY,,0,0
125,2022-07-13 05:25:44,video,,123,123786663,AgADUwYAAqydeVY,,0,0
124,2022-07-13 05:24:57,video,,59,60294740,AgADUgYAAqydeVY,,0,0
123,2022-07-13 05:24:36,video,,121,123119891,AgADUQYAAqydeVY,,0,0
122,2022-07-13 05:23:51,video,,4,4409497,AgADSwYAAqydeVY,,0,0
121,2022-07-13 05:23:45,video,,94,98498194,AgADSgYAAqydeVY,,0,0
120,2022-07-13 05:23:07,video,,32,34618900,AgADRwYAAqydeVY,,0,0
119,2022-07-13 05:22:48,video,,39,39898756,AgADRgYAAqydeVY,,0,0
118,2022-07-13 05:22:32,video,,40,42236064,AgADRQYAAqydeVY,,0,0
117,2022-07-13 05:22:07,video,,123,125942841,AgADRAYAAqydeVY,,0,0
116,2022-07-13 05:21:25,video,,75,75398324,AgADQgYAAqydeVY,,0,0
115,2022-07-13 05:20:54,video,,8,8340434,AgADPwYAAqydeVY,,0,0
114,2022-07-13 05:20:43,video,,46,45332201,AgADPAYAAqydeVY,,0,0
113,2022-07-13 05:20:26,video,,25,27689649,AgADOwYAAqydeVY,,0,0
112,2022-07-13 05:20:07,video,,37,38119433,AgADOgYAAqydeVY,,0,0
111,2022-07-13 05:19:48,video,,56,55861500,AgADOQYAAqydeVY,,0,0
110,2022-07-13 05:19:06,video,,74,72574314,AgADOAYAAqydeVY,,0,0
109,2022-07-13 05:18:38,video,,50,51622843,AgADNwYAAqydeVY,,0,0
108,2022-07-13 05:18:19,video,Tango,45,45317046,AgADNgYAAqydeVY,,0,0
107,2022-07-13 05:17:56,video,Tango,28,29240950,AgADNAYAAqydeVY,,0,0
106,2022-07-13 05:17:34,video,,5,5211860,AgADMwYAAqydeVY,,0,0
105,2022-07-13 05:17:28,video,Sarmin Bigo,24,25962631,AgADMgYAAqydeVY,,0,0
104,2022-07-13 05:16:58,video,,35,34731749,AgADMQYAAqydeVY,,0,0
103,2022-07-13 05:16:42,video,Baby Dall,71,73220006,AgADMAYAAqydeVY,,0,0
102,2022-07-13 05:16:07,video,Good Morning,45,46163790,AgADLwYAAqydeVY,,0,0
101,2022-07-13 05:15:37,video,Love,32,33438411,AgADLgYAAqydeVY,,0,0
100,2022-07-13 02:22:28,video,,64,9991801,AgAD0wUAAqydeVY,,0,0
99,2022-07-13 02:22:24,video,,75,11549915,AgAD0gUAAqydeVY,,0,0
98,2022-07-13 02:22:20,video,,49,7603315,AgAD0QUAAqydeVY,,0,0
97,2022-07-13 01:43:58,text,https://t.me/binodon,0,0,,,0,0
96,2022-07-13 01:26:11,video,,15,6258687,AgAD0AoAAmAicVI,,0,0
95,2022-07-13 01:12:07,video,,8,1907695,AgADwQUAAqydeVY,,0,0
94,2022-07-13 01:12:07,video,,220,38659156,AgADwAUAAqydeVY,,0,0
93,2022-07-13 01:11:54,video,,1078,186688581,AgADvwUAAqydeVY,,0,0
92,2022-07-13 01:10:56,video,,1198,209532488,AgADvgUAAqydeVY,,0,0
91,2022-07-13 01:09:52,video,,24,7143673,AgADuwUAAqydeVY,,0,0
90,2022-07-13 01:09:47,video,,14,4024244,AgADugUAAqydeVY,,0,0
89,2022-07-13 01:09:44,video,,14,5508567,AgADuQUAAqydeVY,,0,0
88,2022-07-13 01:09:40,video,,17,3751534,AgADuAUAAqydeVY,,0,0
87,2022-07-13 01:09:39,video,,28,9841041,AgADtwUAAqydeVY,,0,0
86,2022-07-13 01:09:34,video,,10,4026185,AgADtgUAAqydeVY,,0,0
85,2022-07-13 00:52:38,video,,67,56345955,AgADzwoAAmAicVI,,0,0
84,2022-07-13 00:52:35,video,,125,80977532,AgADzgoAAmAicVI,,0,0
83,2022-07-13 00:51:40,video,,52,9016850,AgADzQoAAmAicVI,,0,0
82,2022-07-13 00:51:21,video,,57,8458165,AgADzAoAAmAicVI,,0,0
81,2022-07-13 00:49:32,video,,59,8621969,AgADywoAAmAicVI,,0,0
80,2022-07-13 00:48:48,video,,44,6418566,AgADygoAAmAicVI,,0,0
79,2022-07-13 00:48:00,video,,87,12352769,AgADyQoAAmAicVI,,0,0
78,2022-07-13 00:45:49,video,,97,13732041,AgADyAoAAmAicVI,,0,0
77,2022-07-13 00:44:02,video,,59,8629780,AgADxwoAAmAicVI,,0,0
76,2022-07-13 00:42:32,video,,101,14906179,AgADxgoAAmAicVI,,0,0
75,2022-07-13 00:39:49,video,,49,7132959,AgADxQoAAmAicVI,,0,0
